13,28,2,1,189,2,1
13,28,2,2,107,1,1
13,28,2,3,370,2,1
13,28,2,4,344,2,1
13,28,2,5,304,1,1
13,28,2,6,8,2,1
13,28,2,7,367,2,1
13,28,2,8,210,1,1
13,28,2,9,119,2,1
13,28,2,10,51,1,1
13,28,2,11,228,1,1
13,28,2,12,28,1,1
13,28,2,13,258,2,1
13,28,2,14,190,2,1
13,28,2,15,295,2,1
13,28,2,16,268,1,1
13,28,2,17,46,2,1
13,28,2,18,36,1,1
13,28,2,19,266,1,1
13,28,2,20,383,2,1
13,28,2,21,282,1,1
13,28,2,22,44,1,1
13,28,2,23,278,1,2
13,28,2,24,272,1,2
13,28,2,25,172,1,2
13,28,2,26,281,1,2
13,28,2,27,255,2,2
13,28,2,28,90,2,2
13,28,2,29,224,1,2
13,28,2,30,217,2,2
13,28,2,31,248,2,2
13,28,2,32,242,2,2
13,28,2,33,110,2,2
13,28,2,34,25,2,2
13,28,2,35,243,1,2
13,28,2,36,220,1,2
13,28,2,37,345,1,2
13,28,2,38,24,1,2
13,28,2,39,211,2,2
13,28,2,40,198,1,2
13,28,2,41,12,2,2
13,28,2,42,89,2,2
13,28,2,43,132,1,2
13,28,2,44,98,2,2
13,28,2,45,254,1,3
13,28,2,46,302,1,3
13,28,2,47,39,2,3
13,28,2,48,324,2,3
13,28,2,49,29,2,3
13,28,2,50,146,2,3
13,28,2,51,223,2,3
13,28,2,52,27,1,3
13,28,2,53,206,1,3
13,28,2,54,167,2,3
13,28,2,55,379,2,3
13,28,2,56,221,1,3
13,28,2,57,151,1,3
13,28,2,58,176,1,3
13,28,2,59,109,1,3
13,28,2,60,303,1,3
13,28,2,61,48,2,3
13,28,2,62,49,1,3
13,28,2,63,253,2,3
13,28,2,64,134,1,3
13,28,2,65,346,2,3
13,28,2,66,52,2,3
13,28,2,67,350,2,4
13,28,2,68,156,2,4
13,28,2,69,373,2,4
13,28,2,70,236,2,4
13,28,2,71,312,2,4
13,28,2,72,227,2,4
13,28,2,73,269,1,4
13,28,2,74,59,1,4
13,28,2,75,53,1,4
13,28,2,76,219,2,4
13,28,2,77,326,2,4
13,28,2,78,35,2,4
13,28,2,79,267,1,4
13,28,2,80,139,1,4
13,28,2,81,315,1,4
13,28,2,82,153,1,4
13,28,2,83,163,2,4
13,28,2,84,192,2,4
13,28,2,85,31,1,4
13,28,2,86,342,1,4
13,28,2,87,96,1,4
13,28,2,88,74,1,4
13,28,2,89,6,2,5
13,28,2,90,194,1,5
13,28,2,91,41,2,5
13,28,2,92,63,1,5
13,28,2,93,4,1,5
13,28,2,94,180,1,5
13,28,2,95,256,1,5
13,28,2,96,287,2,5
13,28,2,97,57,2,5
13,28,2,98,279,2,5
13,28,2,99,257,1,5
13,28,2,100,34,2,5
13,28,2,101,161,1,5
13,28,2,102,23,2,5
13,28,2,103,193,1,5
13,28,2,104,229,2,5
13,28,2,105,351,2,5
13,28,2,106,55,1,5
13,28,2,107,322,1,5
13,28,2,108,182,2,5
13,28,2,109,82,1,5
13,28,2,110,159,2,5
13,28,2,111,241,2,6
13,28,2,112,152,2,6
13,28,2,113,307,1,6
13,28,2,114,122,2,6
13,28,2,115,231,2,6
13,28,2,116,66,2,6
13,28,2,117,128,2,6
13,28,2,118,14,1,6
13,28,2,119,32,1,6
13,28,2,120,343,2,6
13,28,2,121,274,1,6
13,28,2,122,158,2,6
13,28,2,123,237,2,6
13,28,2,124,335,1,6
13,28,2,125,377,1,6
13,28,2,126,339,1,6
13,28,2,127,188,1,6
13,28,2,128,62,2,6
13,28,2,129,321,1,6
13,28,2,130,137,1,6
13,28,2,131,216,2,6
13,28,2,132,22,1,6
13,28,2,133,199,2,7
13,28,2,134,168,1,7
13,28,2,135,382,2,7
13,28,2,136,203,1,7
13,28,2,137,289,2,7
13,28,2,138,246,2,7
13,28,2,139,181,1,7
13,28,2,140,240,2,7
13,28,2,141,347,1,7
13,28,2,142,144,1,7
13,28,2,143,112,2,7
13,28,2,144,357,2,7
13,28,2,145,209,1,7
13,28,2,146,138,2,7
13,28,2,147,92,1,7
13,28,2,148,286,1,7
13,28,2,149,42,1,7
13,28,2,150,140,1,7
13,28,2,151,362,2,7
13,28,2,152,285,2,7
13,28,2,153,290,1,7
13,28,2,154,381,2,7
13,28,2,155,169,2,8
13,28,2,156,247,1,8
13,28,2,157,333,1,8
13,28,2,158,71,2,8
13,28,2,159,191,1,8
13,28,2,160,171,1,8
13,28,2,161,58,1,8
13,28,2,162,306,1,8
13,28,2,163,232,2,8
13,28,2,164,364,2,8
13,28,2,165,284,2,8
13,28,2,166,10,2,8
13,28,2,167,179,2,8
13,28,2,168,360,1,8
13,28,2,169,20,1,8
13,28,2,170,300,1,8
13,28,2,171,26,2,8
13,28,2,172,323,2,8
13,28,2,173,294,2,8
13,28,2,174,222,1,8
13,28,2,175,145,2,8
13,28,2,176,118,1,8
